"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2023-04-07T11:15:44.655+09:00"
"RESULT_INF"
"TOTAL_NUMBER","3876"
"FROM_NUMBER","1"
"TO_NUMBER","3876"
"TABLE_INF","0003459018"
"STAT_NAME","00200524","人口推計"
"GOV_ORG","00200","総務省"
"STATISTICS_NAME","人口推計 各年10月1日現在人口 平成27年国勢調査基準 統計表"
"TITLE","001","年齢（各歳）、男女別人口及び人口性比－総人口、日本人人口"
"CYCLE","年次"
"SURVEY_DATE","0"
"OPEN_DATE","2022-11-11"
"SMALL_AREA","0"
"COLLECT_AREA","該当なし"
"MAIN_CATEGORY","02","人口・世帯"
"SUB_CATEGORY","01","人口"
"OVERALL_TOTAL_NUMBER","3876"
"UPDATED_DATE","2022-11-11"
"STATISTICS_NAME_SPEC","人口推計","各年10月1日現在人口","平成27年国勢調査基準","統計表","",""
"TITLE_SPEC","","年齢（各歳）、男女別人口及び人口性比－総人口、日本人人口","","","",""
"NOTE","***","該当数値がないもの"
"NOTE","-","該当数値がないもの　"
"VALUE"
"cat01_code","男女別・性比","cat02_code","人口","cat03_code","年齢各歳","area_code","全国","time_code","時間軸（年月日現在）","unit","value","annotation"
"001","男女計","002","日本人人口","01080","79歳","00000","全国","1501","2015年10月1日現在","千人","1233",""
"001","男女計","002","日本人人口","01080","79歳","00000","全国","901","2016年10月1日現在","千人","1225",""
"001","男女計","002","日本人人口","01080","79歳","00000","全国","1001","2017年10月1日現在","千人","1188",""
"001","男女計","002","日本人人口","01080","79歳","00000","全国","1101","2018年10月1日現在","千人","1107",""
"001","男女計","002","日本人人口","01080","79歳","00000","全国","1201","2019年10月1日現在","千人","1267",""
"001","男女計","002","日本人人口","01081","80歳","00000","全国","1501","2015年10月1日現在","千人","1144",""
"001","男女計","002","日本人人口","01081","80歳","00000","全国","901","2016年10月1日現在","千人","1194",""
"001","男女計","002","日本人人口","01081","80歳","00000","全国","1001","2017年10月1日現在","千人","1187",""
"001","男女計","002","日本人人口","01081","80歳","00000","全国","1101","2018年10月1日現在","千人","1151",""
"001","男女計","002","日本人人口","01081","80歳","00000","全国","1201","2019年10月1日現在","千人","1074",""
"001","男女計","002","日本人人口","01082","81歳","00000","全国","1501","2015年10月1日現在","千人","1049",""
"001","男女計","002","日本人人口","01082","81歳","00000","全国","901","2016年10月1日現在","千人","1104",""
"001","男女計","002","日本人人口","01082","81歳","00000","全国","1001","2017年10月1日現在","千人","1152",""
"001","男女計","002","日本人人口","01082","81歳","00000","全国","1101","2018年10月1日現在","千人","1146",""
"001","男女計","002","日本人人口","01082","81歳","00000","全国","1201","2019年10月1日現在","千人","1111",""
"001","男女計","002","日本人人口","01083","82歳","00000","全国","1501","2015年10月1日現在","千人","1012",""
"001","男女計","002","日本人人口","01083","82歳","00000","全国","901","2016年10月1日現在","千人","1007",""
"001","男女計","002","日本人人口","01083","82歳","00000","全国","1001","2017年10月1日現在","千人","1060",""
"001","男女計","002","日本人人口","01083","82歳","00000","全国","1101","2018年10月1日現在","千人","1106",""
"001","男女計","002","日本人人口","01083","82歳","00000","全国","1201","2019年10月1日現在","千人","1103",""
"001","男女計","002","日本人人口","01084","83歳","00000","全国","1501","2015年10月1日現在","千人","943",""
"001","男女計","002","日本人人口","01084","83歳","00000","全国","901","2016年10月1日現在","千人","966",""
"001","男女計","002","日本人人口","01084","83歳","00000","全国","1001","2017年10月1日現在","千人","962",""
"001","男女計","002","日本人人口","01084","83歳","00000","全国","1101","2018年10月1日現在","千人","1014",""
"001","男女計","002","日本人人口","01084","83歳","00000","全国","1201","2019年10月1日現在","千人","1058",""
"001","男女計","002","日本人人口","01085","84歳","00000","全国","1501","2015年10月1日現在","千人","864",""
"001","男女計","002","日本人人口","01085","84歳","00000","全国","901","2016年10月1日現在","千人","894",""
"001","男女計","002","日本人人口","01085","84歳","00000","全国","1001","2017年10月1日現在","千人","916",""
"001","男女計","002","日本人人口","01085","84歳","00000","全国","1101","2018年10月1日現在","千人","913",""
"001","男女計","002","日本人人口","01085","84歳","00000","全国","1201","2019年10月1日現在","千人","964",""
"001","男女計","002","日本人人口","01086","85歳","00000","全国","1501","2015年10月1日現在","千人","769",""
"001","男女計","002","日本人人口","01086","85歳","00000","全国","901","2016年10月1日現在","千人","814",""
"001","男女計","002","日本人人口","01086","85歳","00000","全国","1001","2017年10月1日現在","千人","842",""
"001","男女計","002","日本人人口","01086","85歳","00000","全国","1101","2018年10月1日現在","千人","864",""
"001","男女計","002","日本人人口","01086","85歳","00000","全国","1201","2019年10月1日現在","千人","863",""
"001","男女計","002","日本人人口","01087","86歳","00000","全国","1501","2015年10月1日現在","千人","703",""
"001","男女計","002","日本人人口","01087","86歳","00000","全国","901","2016年10月1日現在","千人","718",""
"001","男女計","002","日本人人口","01087","86歳","00000","全国","1001","2017年10月1日現在","千人","760",""
"001","男女計","002","日本人人口","01087","86歳","00000","全国","1101","2018年10月1日現在","千人","788",""
"001","男女計","002","日本人人口","01087","86歳","00000","全国","1201","2019年10月1日現在","千人","809",""
"001","男女計","002","日本人人口","01088","87歳","00000","全国","1501","2015年10月1日現在","千人","631",""
"001","男女計","002","日本人人口","01088","87歳","00000","全国","901","2016年10月1日現在","千人","651",""
"001","男女計","002","日本人人口","01088","87歳","00000","全国","1001","2017年10月1日現在","千人","665",""
"001","男女計","002","日本人人口","01088","87歳","00000","全国","1101","2018年10月1日現在","千人","704",""
"001","男女計","002","日本人人口","01088","87歳","00000","全国","1201","2019年10月1日現在","千人","732",""
"001","男女計","002","日本人人口","01089","88歳","00000","全国","1501","2015年10月1日現在","千人","557",""
"001","男女計","002","日本人人口","01089","88歳","00000","全国","901","2016年10月1日現在","千人","579",""
"001","男女計","002","日本人人口","01089","88歳","00000","全国","1001","2017年10月1日現在","千人","596",""
"001","男女計","002","日本人人口","01089","88歳","00000","全国","1101","2018年10月1日現在","千人","609",""
"001","男女計","002","日本人人口","01089","88歳","00000","全国","1201","2019年10月1日現在","千人","647",""
"001","男女計","002","日本人人口","01090","89歳","00000","全国","1501","2015年10月1日現在","千人","489",""
"001","男女計","002","日本人人口","01090","89歳","00000","全国","901","2016年10月1日現在","千人","505",""
"001","男女計","002","日本人人口","01090","89歳","00000","全国","1001","2017年10月1日現在","千人","524",""
"001","男女計","002","日本人人口","01090","89歳","00000","全国","1101","2018年10月1日現在","千人","540",""
"001","男女計","002","日本人人口","01090","89歳","00000","全国","1201","2019年10月1日現在","千人","553",""
"001","男女計","002","日本人人口","01091","90歳","00000","全国","1501","2015年10月1日現在","千人","406",""
"001","男女計","002","日本人人口","01091","90歳","00000","全国","901","2016年10月1日現在","千人","438",""
"001","男女計","002","日本人人口","01091","90歳","00000","全国","1001","2017年10月1日現在","千人","452",""
"001","男女計","002","日本人人口","01091","90歳","00000","全国","1101","2018年10月1日現在","千人","469",""
"001","男女計","002","日本人人口","01091","90歳","00000","全国","1201","2019年10月1日現在","千人","485",""
"001","男女計","002","日本人人口","01092","91歳","00000","全国","1501","2015年10月1日現在","千人","325",""
"001","男女計","002","日本人人口","01092","91歳","00000","全国","901","2016年10月1日現在","千人","358",""
"001","男女計","002","日本人人口","01092","91歳","00000","全国","1001","2017年10月1日現在","千人","387",""
"001","男女計","002","日本人人口","01092","91歳","00000","全国","1101","2018年10月1日現在","千人","399",""
"001","男女計","002","日本人人口","01092","91歳","00000","全国","1201","2019年10月1日現在","千人","415",""
"001","男女計","002","日本人人口","01093","92歳","00000","全国","1501","2015年10月1日現在","千人","265",""
"001","男女計","002","日本人人口","01093","92歳","00000","全国","901","2016年10月1日現在","千人","283",""
"001","男女計","002","日本人人口","01093","92歳","00000","全国","1001","2017年10月1日現在","千人","310",""
"001","男女計","002","日本人人口","01093","92歳","00000","全国","1101","2018年10月1日現在","千人","337",""
"001","男女計","002","日本人人口","01093","92歳","00000","全国","1201","2019年10月1日現在","千人","348",""
"001","男女計","002","日本人人口","01094","93歳","00000","全国","1501","2015年10月1日現在","千人","204",""
"001","男女計","002","日本人人口","01094","93歳","00000","全国","901","2016年10月1日現在","千人","226",""
"001","男女計","002","日本人人口","01094","93歳","00000","全国","1001","2017年10月1日現在","千人","241",""
"001","男女計","002","日本人人口","01094","93歳","00000","全国","1101","2018年10月1日現在","千人","264",""
"001","男女計","002","日本人人口","01094","93歳","00000","全国","1201","2019年10月1日現在","千人","289",""
"001","男女計","002","日本人人口","01095","94歳","00000","全国","1501","2015年10月1日現在","千人","160",""
"001","男女計","002","日本人人口","01095","94歳","00000","全国","901","2016年10月1日現在","千人","170",""
"001","男女計","002","日本人人口","01095","94歳","00000","全国","1001","2017年10月1日現在","千人","189",""
"001","男女計","002","日本人人口","01095","94歳","00000","全国","1101","2018年10月1日現在","千人","202",""
"001","男女計","002","日本人人口","01095","94歳","00000","全国","1201","2019年10月1日現在","千人","222",""
"001","男女計","002","日本人人口","01096","95歳","00000","全国","1501","2015年10月1日現在","千人","132",""
"001","男女計","002","日本人人口","01096","95歳","00000","全国","901","2016年10月1日現在","千人","130",""
"001","男女計","002","日本人人口","01096","95歳","00000","全国","1001","2017年10月1日現在","千人","138",""
"001","男女計","002","日本人人口","01096","95歳","00000","全国","1101","2018年10月1日現在","千人","156",""
"001","男女計","002","日本人人口","01096","95歳","00000","全国","1201","2019年10月1日現在","千人","166",""
"001","男女計","002","日本人人口","01097","96歳","00000","全国","1501","2015年10月1日現在","千人","82",""
"001","男女計","002","日本人人口","01097","96歳","00000","全国","901","2016年10月1日現在","千人","105",""
"001","男女計","002","日本人人口","01097","96歳","00000","全国","1001","2017年10月1日現在","千人","103",""
"001","男女計","002","日本人人口","01097","96歳","00000","全国","1101","2018年10月1日現在","千人","109",""
"001","男女計","002","日本人人口","01097","96歳","00000","全国","1201","2019年10月1日現在","千人","126",""
"001","男女計","002","日本人人口","01098","97歳","00000","全国","1501","2015年10月1日現在","千人","64",""
"001","男女計","002","日本人人口","01098","97歳","00000","全国","901","2016年10月1日現在","千人","64",""
"001","男女計","002","日本人人口","01098","97歳","00000","全国","1001","2017年10月1日現在","千人","81",""
"001","男女計","002","日本人人口","01098","97歳","00000","全国","1101","2018年10月1日現在","千人","79",""
"001","男女計","002","日本人人口","01098","97歳","00000","全国","1201","2019年10月1日現在","千人","84",""
"001","男女計","002","日本人人口","01099","98歳","00000","全国","1501","2015年10月1日現在","千人","47",""
"001","男女計","002","日本人人口","01099","98歳","00000","全国","901","2016年10月1日現在","千人","49",""
"001","男女計","002","日本人人口","01099","98歳","00000","全国","1001","2017年10月1日現在","千人","47",""
"001","男女計","002","日本人人口","01099","98歳","00000","全国","1101","2018年10月1日現在","千人","60",""
"001","男女計","002","日本人人口","01099","98歳","00000","全国","1201","2019年10月1日現在","千人","59",""
"001","男女計","002","日本人人口","01100","99歳","00000","全国","1501","2015年10月1日現在","千人","35",""
"001","男女計","002","日本人人口","01100","99歳","00000","全国","901","2016年10月1日現在","千人","35",""
"001","男女計","002","日本人人口","01100","99歳","00000","全国","1001","2017年10月1日現在","千人","35",""
"001","男女計","002","日本人人口","01100","99歳","00000","全国","1101","2018年10月1日現在","千人","35",""
"001","男女計","002","日本人人口","01100","99歳","00000","全国","1201","2019年10月1日現在","千人","43",""
"001","男女計","002","日本人人口","01101","100歳以上","00000","全国","1501","2015年10月1日現在","千人","62",""
"001","男女計","002","日本人人口","01101","100歳以上","00000","全国","901","2016年10月1日現在","千人","65",""
"001","男女計","002","日本人人口","01101","100歳以上","00000","全国","1001","2017年10月1日現在","千人","67",""
"001","男女計","002","日本人人口","01101","100歳以上","00000","全国","1101","2018年10月1日現在","千人","69",""
"001","男女計","002","日本人人口","01101","100歳以上","00000","全国","1201","2019年10月1日現在","千人","69",""
"002","男","001","総人口","01000","総数","00000","全国","1501","2015年10月1日現在","千人","61842",""
"002","男","001","総人口","01000","総数","00000","全国","901","2016年10月1日現在","千人","61766",""
"002","男","001","総人口","01000","総数","00000","全国","1001","2017年10月1日現在","千人","61655",""
"002","男","001","総人口","01000","総数","00000","全国","1101","2018年10月1日現在","千人","61532",""
"002","男","001","総人口","01000","総数","00000","全国","1201","2019年10月1日現在","千人","61411",""
"002","男","001","総人口","01001","0歳","00000","全国","1501","2015年10月1日現在","千人","491",""
"002","男","001","総人口","01001","0歳","00000","全国","901","2016年10月1日現在","千人","514",""
"002","男","001","総人口","01001","0歳","00000","全国","1001","2017年10月1日現在","千人","493",""
"002","男","001","総人口","01001","0歳","00000","全国","1101","2018年10月1日現在","千人","483",""
"002","男","001","総人口","01001","0歳","00000","全国","1201","2019年10月1日現在","千人","458",""
"002","男","001","総人口","01002","1歳","00000","全国","1501","2015年10月1日現在","千人","499",""
"002","男","001","総人口","01002","1歳","00000","全国","901","2016年10月1日現在","千人","490",""
"002","男","001","総人口","01002","1歳","00000","全国","1001","2017年10月1日現在","千人","514",""
"002","男","001","総人口","01002","1歳","00000","全国","1101","2018年10月1日現在","千人","493",""
"002","男","001","総人口","01002","1歳","00000","全国","1201","2019年10月1日現在","千人","482",""
"002","男","001","総人口","01003","2歳","00000","全国","1501","2015年10月1日現在","千人","516",""
"002","男","001","総人口","01003","2歳","00000","全国","901","2016年10月1日現在","千人","499",""
"002","男","001","総人口","01003","2歳","00000","全国","1001","2017年10月1日現在","千人","490",""
"002","男","001","総人口","01003","2歳","00000","全国","1101","2018年10月1日現在","千人","514",""
"002","男","001","総人口","01003","2歳","00000","全国","1201","2019年10月1日現在","千人","493",""
"002","男","001","総人口","01004","3歳","00000","全国","1501","2015年10月1日現在","千人","520",""
"002","男","001","総人口","01004","3歳","00000","全国","901","2016年10月1日現在","千人","517",""
"002","男","001","総人口","01004","3歳","00000","全国","1001","2017年10月1日現在","千人","499",""
"002","男","001","総人口","01004","3歳","00000","全国","1101","2018年10月1日現在","千人","490",""
"002","男","001","総人口","01004","3歳","00000","全国","1201","2019年10月1日現在","千人","514",""
"002","男","001","総人口","01005","4歳","00000","全国","1501","2015年10月1日現在","千人","535",""
"002","男","001","総人口","01005","4歳","00000","全国","901","2016年10月1日現在","千人","520",""
"002","男","001","総人口","01005","4歳","00000","全国","1001","2017年10月1日現在","千人","517",""
"002","男","001","総人口","01005","4歳","00000","全国","1101","2018年10月1日現在","千人","499",""
"002","男","001","総人口","01005","4歳","00000","全国","1201","2019年10月1日現在","千人","490",""
"002","男","001","総人口","01006","5歳","00000","全国","1501","2015年10月1日現在","千人","537",""
"002","男","001","総人口","01006","5歳","00000","全国","901","2016年10月1日現在","千人","535",""
"002","男","001","総人口","01006","5歳","00000","全国","1001","2017年10月1日現在","千人","520",""
"002","男","001","総人口","01006","5歳","00000","全国","1101","2018年10月1日現在","千人","517",""
"002","男","001","総人口","01006","5歳","00000","全国","1201","2019年10月1日現在","千人","499",""
"002","男","001","総人口","01007","6歳","00000","全国","1501","2015年10月1日現在","千人","542",""
"002","男","001","総人口","01007","6歳","00000","全国","901","2016年10月1日現在","千人","537",""
"002","男","001","総人口","01007","6歳","00000","全国","1001","2017年10月1日現在","千人","536",""
"002","男","001","総人口","01007","6歳","00000","全国","1101","2018年10月1日現在","千人","520",""
"002","男","001","総人口","01007","6歳","00000","全国","1201","2019年10月1日現在","千人","517",""
"002","男","001","総人口","01008","7歳","00000","全国","1501","2015年10月1日現在","千人","553",""
"002","男","001","総人口","01008","7歳","00000","全国","901","2016年10月1日現在","千人","543",""
"002","男","001","総人口","01008","7歳","00000","全国","1001","2017年10月1日現在","千人","538",""
"002","男","001","総人口","01008","7歳","00000","全国","1101","2018年10月1日現在","千人","536",""
"002","男","001","総人口","01008","7歳","00000","全国","1201","2019年10月1日現在","千人","521",""
"002","男","001","総人口","01009","8歳","00000","全国","1501","2015年10月1日現在","千人","549",""
"002","男","001","総人口","01009","8歳","00000","全国","901","2016年10月1日現在","千人","553",""
"002","男","001","総人口","01009","8歳","00000","全国","1001","2017年10月1日現在","千人","543",""
"002","男","001","総人口","01009","8歳","00000","全国","1101","2018年10月1日現在","千人","538",""
"002","男","001","総人口","01009","8歳","00000","全国","1201","2019年10月1日現在","千人","536",""
"002","男","001","総人口","01010","9歳","00000","全国","1501","2015年10月1日現在","千人","544",""
"002","男","001","総人口","01010","9歳","00000","全国","901","2016年10月1日現在","千人","549",""
"002","男","001","総人口","01010","9歳","00000","全国","1001","2017年10月1日現在","千人","553",""
"002","男","001","総人口","01010","9歳","00000","全国","1101","2018年10月1日現在","千人","544",""
"002","男","001","総人口","01010","9歳","00000","全国","1201","2019年10月1日現在","千人","538",""
"002","男","001","総人口","01011","10歳","00000","全国","1501","2015年10月1日現在","千人","545",""
"002","男","001","総人口","01011","10歳","00000","全国","901","2016年10月1日現在","千人","544",""
"002","男","001","総人口","01011","10歳","00000","全国","1001","2017年10月1日現在","千人","549",""
"002","男","001","総人口","01011","10歳","00000","全国","1101","2018年10月1日現在","千人","553",""
"002","男","001","総人口","01011","10歳","00000","全国","1201","2019年10月1日現在","千人","544",""
"002","男","001","総人口","01012","11歳","00000","全国","1501","2015年10月1日現在","千人","564",""
"002","男","001","総人口","01012","11歳","00000","全国","901","2016年10月1日現在","千人","546",""
"002","男","001","総人口","01012","11歳","00000","全国","1001","2017年10月1日現在","千人","545",""
"002","男","001","総人口","01012","11歳","00000","全国","1101","2018年10月1日現在","千人","550",""
"002","男","001","総人口","01012","11歳","00000","全国","1201","2019年10月1日現在","千人","554",""
"002","男","001","総人口","01013","12歳","00000","全国","1501","2015年10月1日現在","千人","575",""
"002","男","001","総人口","01013","12歳","00000","全国","901","2016年10月1日現在","千人","564",""
"002","男","001","総人口","01013","12歳","00000","全国","1001","2017年10月1日現在","千人","546",""
"002","男","001","総人口","01013","12歳","00000","全国","1101","2018年10月1日現在","千人","545",""
"002","男","001","総人口","01013","12歳","00000","全国","1201","2019年10月1日現在","千人","550",""
"002","男","001","総人口","01014","13歳","00000","全国","1501","2015年10月1日現在","千人","593",""
"002","男","001","総人口","01014","13歳","00000","全国","901","2016年10月1日現在","千人","576",""
"002","男","001","総人口","01014","13歳","00000","全国","1001","2017年10月1日現在","千人","565",""
"002","男","001","総人口","01014","13歳","00000","全国","1101","2018年10月1日現在","千人","546",""
"002","男","001","総人口","01014","13歳","00000","全国","1201","2019年10月1日現在","千人","546",""
"002","男","001","総人口","01015","14歳","00000","全国","1501","2015年10月1日現在","千人","602",""
"002","男","001","総人口","01015","14歳","00000","全国","901","2016年10月1日現在","千人","593",""
"002","男","001","総人口","01015","14歳","00000","全国","1001","2017年10月1日現在","千人","576",""
"002","男","001","総人口","01015","14歳","00000","全国","1101","2018年10月1日現在","千人","565",""
"002","男","001","総人口","01015","14歳","00000","全国","1201","2019年10月1日現在","千人","547",""
"002","男","001","総人口","01016","15歳","00000","全国","1501","2015年10月1日現在","千人","618",""
"002","男","001","総人口","01016","15歳","00000","全国","901","2016年10月1日現在","千人","602",""
"002","男","001","総人口","01016","15歳","00000","全国","1001","2017年10月1日現在","千人","594",""
"002","男","001","総人口","01016","15歳","00000","全国","1101","2018年10月1日現在","千人","576",""
"002","男","001","総人口","01016","15歳","00000","全国","1201","2019年10月1日現在","千人","566",""
"002","男","001","総人口","01017","16歳","00000","全国","1501","2015年10月1日現在","千人","618",""
"002","男","001","総人口","01017","16歳","00000","全国","901","2016年10月1日現在","千人","619",""
"002","男","001","総人口","01017","16歳","00000","全国","1001","2017年10月1日現在","千人","602",""
"002","男","001","総人口","01017","16歳","00000","全国","1101","2018年10月1日現在","千人","594",""
"002","男","001","総人口","01017","16歳","00000","全国","1201","2019年10月1日現在","千人","577",""
"002","男","001","総人口","01018","17歳","00000","全国","1501","2015年10月1日現在","千人","628",""
"002","男","001","総人口","01018","17歳","00000","全国","901","2016年10月1日現在","千人","618",""
"002","男","001","総人口","01018","17歳","00000","全国","1001","2017年10月1日現在","千人","619",""
"002","男","001","総人口","01018","17歳","00000","全国","1101","2018年10月1日現在","千人","603",""
"002","男","001","総人口","01018","17歳","00000","全国","1201","2019年10月1日現在","千人","594",""
"002","男","001","総人口","01019","18歳","00000","全国","1501","2015年10月1日現在","千人","625",""
"002","男","001","総人口","01019","18歳","00000","全国","901","2016年10月1日現在","千人","631",""
"002","男","001","総人口","01019","18歳","00000","全国","1001","2017年10月1日現在","千人","623",""
"002","男","001","総人口","01019","18歳","00000","全国","1101","2018年10月1日現在","千人","625",""
"002","男","001","総人口","01019","18歳","00000","全国","1201","2019年10月1日現在","千人","609",""
"002","男","001","総人口","01020","19歳","00000","全国","1501","2015年10月1日現在","千人","624",""
"002","男","001","総人口","01020","19歳","00000","全国","901","2016年10月1日現在","千人","633",""
"002","男","001","総人口","01020","19歳","00000","全国","1001","2017年10月1日現在","千人","641",""
"002","男","001","総人口","01020","19歳","00000","全国","1101","2018年10月1日現在","千人","634",""
"002","男","001","総人口","01020","19歳","00000","全国","1201","2019年10月1日現在","千人","639",""
"002","男","001","総人口","01021","20歳","00000","全国","1501","2015年10月1日現在","千人","632",""
"002","男","001","総人口","01021","20歳","00000","全国","901","2016年10月1日現在","千人","631",""
"002","男","001","総人口","01021","20歳","00000","全国","1001","2017年10月1日現在","千人","641",""
"002","男","001","総人口","01021","20歳","00000","全国","1101","2018年10月1日現在","千人","651",""
"002","男","001","総人口","01021","20歳","00000","全国","1201","2019年10月1日現在","千人","646",""
"002","男","001","総人口","01022","21歳","00000","全国","1501","2015年10月1日現在","千人","628",""
"002","男","001","総人口","01022","21歳","00000","全国","901","2016年10月1日現在","千人","639",""
"002","男","001","総人口","01022","21歳","00000","全国","1001","2017年10月1日現在","千人","639",""
"002","男","001","総人口","01022","21歳","00000","全国","1101","2018年10月1日現在","千人","651",""
"002","男","001","総人口","01022","21歳","00000","全国","1201","2019年10月1日現在","千人","662",""
"002","男","001","総人口","01023","22歳","00000","全国","1501","2015年10月1日現在","千人","615",""
"002","男","001","総人口","01023","22歳","00000","全国","901","2016年10月1日現在","千人","636",""
"002","男","001","総人口","01023","22歳","00000","全国","1001","2017年10月1日現在","千人","649",""
"002","男","001","総人口","01023","22歳","00000","全国","1101","2018年10月1日現在","千人","650",""
"002","男","001","総人口","01023","22歳","00000","全国","1201","2019年10月1日現在","千人","663",""
"002","男","001","総人口","01024","23歳","00000","全国","1501","2015年10月1日現在","千人","624",""
"002","男","001","総人口","01024","23歳","00000","全国","901","2016年10月1日現在","千人","624",""
"002","男","001","総人口","01024","23歳","00000","全国","1001","2017年10月1日現在","千人","645",""
"002","男","001","総人口","01024","23歳","00000","全国","1101","2018年10月1日現在","千人","659",""
"002","男","001","総人口","01024","23歳","00000","全国","1201","2019年10月1日現在","千人","661",""
"002","男","001","総人口","01025","24歳","00000","全国","1501","2015年10月1日現在","千人","622",""
"002","男","001","総人口","01025","24歳","00000","全国","901","2016年10月1日現在","千人","631",""
"002","男","001","総人口","01025","24歳","00000","全国","1001","2017年10月1日現在","千人","631",""
"002","男","001","総人口","01025","24歳","00000","全国","1101","2018年10月1日現在","千人","653",""
"002","男","001","総人口","01025","24歳","00000","全国","1201","2019年10月1日現在","千人","668",""
"002","男","001","総人口","01026","25歳","00000","全国","1501","2015年10月1日現在","千人","632",""
"002","男","001","総人口","01026","25歳","00000","全国","901","2016年10月1日現在","千人","626",""
"002","男","001","総人口","01026","25歳","00000","全国","1001","2017年10月1日現在","千人","635",""
"002","男","001","総人口","01026","25歳","00000","全国","1101","2018年10月1日現在","千人","636",""
"002","男","001","総人口","01026","25歳","00000","全国","1201","2019年10月1日現在","千人","659",""
"002","男","001","総人口","01027","26歳","00000","全国","1501","2015年10月1日現在","千人","647",""
"002","男","001","総人口","01027","26歳","00000","全国","901","2016年10月1日現在","千人","635",""
"002","男","001","総人口","01027","26歳","00000","全国","1001","2017年10月1日現在","千人","628",""
"002","男","001","総人口","01027","26歳","00000","全国","1101","2018年10月1日現在","千人","638",""
"002","男","001","総人口","01027","26歳","00000","全国","1201","2019年10月1日現在","千人","640",""
"002","男","001","総人口","01028","27歳","00000","全国","1501","2015年10月1日現在","千人","669",""
"002","男","001","総人口","01028","27歳","00000","全国","901","2016年10月1日現在","千人","649",""
"002","男","001","総人口","01028","27歳","00000","全国","1001","2017年10月1日現在","千人","637",""
"002","男","001","総人口","01028","27歳","00000","全国","1101","2018年10月1日現在","千人","631",""
"002","男","001","総人口","01028","27歳","00000","全国","1201","2019年10月1日現在","千人","642",""
"002","男","001","総人口","01029","28歳","00000","全国","1501","2015年10月1日現在","千人","686",""
"002","男","001","総人口","01029","28歳","00000","全国","901","2016年10月1日現在","千人","671",""
"002","男","001","総人口","01029","28歳","00000","全国","1001","2017年10月1日現在","千人","650",""
"002","男","001","総人口","01029","28歳","00000","全国","1101","2018年10月1日現在","千人","639",""
"002","男","001","総人口","01029","28歳","00000","全国","1201","2019年10月1日現在","千人","633",""
"002","男","001","総人口","01030","29歳","00000","全国","1501","2015年10月1日現在","千人","699",""
"002","男","001","総人口","01030","29歳","00000","全国","901","2016年10月1日現在","千人","687",""
"002","男","001","総人口","01030","29歳","00000","全国","1001","2017年10月1日現在","千人","671",""
"002","男","001","総人口","01030","29歳","00000","全国","1101","2018年10月1日現在","千人","651",""
"002","男","001","総人口","01030","29歳","00000","全国","1201","2019年10月1日現在","千人","642",""
"002","男","001","総人口","01031","30歳","00000","全国","1501","2015年10月1日現在","千人","723",""
"002","男","001","総人口","01031","30歳","00000","全国","901","2016年10月1日現在","千人","700",""
"002","男","001","総人口","01031","30歳","00000","全国","1001","2017年10月1日現在","千人","688",""
"002","男","001","総人口","01031","30歳","00000","全国","1101","2018年10月1日現在","千人","672",""
"002","男","001","総人口","01031","30歳","00000","全国","1201","2019年10月1日現在","千人","654",""
"002","男","001","総人口","01032","31歳","00000","全国","1501","2015年10月1日現在","千人","746",""
"002","男","001","総人口","01032","31歳","00000","全国","901","2016年10月1日現在","千人","724",""
"002","男","001","総人口","01032","31歳","00000","全国","1001","2017年10月1日現在","千人","700",""
"002","男","001","総人口","01032","31歳","00000","全国","1101","2018年10月1日現在","千人","689",""
"002","男","001","総人口","01032","31歳","00000","全国","1201","2019年10月1日現在","千人","674",""
"002","男","001","総人口","01033","32歳","00000","全国","1501","2015年10月1日現在","千人","757",""
"002","男","001","総人口","01033","32歳","00000","全国","901","2016年10月1日現在","千人","746",""
"002","男","001","総人口","01033","32歳","00000","全国","1001","2017年10月1日現在","千人","724",""
"002","男","001","総人口","01033","32歳","00000","全国","1101","2018年10月1日現在","千人","701",""
"002","男","001","総人口","01033","32歳","00000","全国","1201","2019年10月1日現在","千人","691",""
"002","男","001","総人口","01034","33歳","00000","全国","1501","2015年10月1日現在","千人","757",""
"002","男","001","総人口","01034","33歳","00000","全国","901","2016年10月1日現在","千人","758",""
"002","男","001","総人口","01034","33歳","00000","全国","1001","2017年10月1日現在","千人","746",""
"002","男","001","総人口","01034","33歳","00000","全国","1101","2018年10月1日現在","千人","724",""
"002","男","001","総人口","01034","33歳","00000","全国","1201","2019年10月1日現在","千人","702",""
"002","男","001","総人口","01035","34歳","00000","全国","1501","2015年10月1日現在","千人","767",""
"002","男","001","総人口","01035","34歳","00000","全国","901","2016年10月1日現在","千人","758",""
"002","男","001","総人口","01035","34歳","00000","全国","1001","2017年10月1日現在","千人","758",""
"002","男","001","総人口","01035","34歳","00000","全国","1101","2018年10月1日現在","千人","746",""
"002","男","001","総人口","01035","34歳","00000","全国","1201","2019年10月1日現在","千人","726",""
"002","男","001","総人口","01036","35歳","00000","全国","1501","2015年10月1日現在","千人","800",""
"002","男","001","総人口","01036","35歳","00000","全国","901","2016年10月1日現在","千人","767",""
"002","男","001","総人口","01036","35歳","00000","全国","1001","2017年10月1日現在","千人","757",""
"002","男","001","総人口","01036","35歳","00000","全国","1101","2018年10月1日現在","千人","758",""
